ham,,ground beef,french fries
tomatoes,ham,milk,escalope
spaghetti,shrimp,soup,mineral water
turkey,tomatoes,ground beef,chocolate
cottage cheese,butter,frozen vegetables,tomatoes
frozen vegetables,chocolate,spaghetti,grated cheese
mineral water,mayonnaise,avocado,oil
cookies,,,mineral water
cookies,eggs,,tomatoes
spaghetti,chicken,cottage cheese,ground beef
french fries,milk,french fries,fresh tuna
eggs,mineral water,,muffins
eggs,,gums,burgers
avocado,fresh bread,mint,protein bar
cookies,,ham,oil
chocolate,avocado,cider,frozen vegetables
mineral water,shrimp,,candy bars
cookies,burgers,mineral water,butter
green tea,cookies,mineral water,ham
french fries,rice,,dessert wine
herb & pepper,ground beef,,herb & pepper
cider,green tea,,grated cheese
shrimp,meatballs,mineral water,meatballs
cookies,ground beef,mineral water,whole wheat rice
eggs,spaghetti,whole wheat rice,tomato sauce
tomatoes,parmesan cheese,ground beef,low fat yogurt
tomatoes,whole wheat rice,,cake
pancakes,eggs,cake,energy bar
burgers,green tea,,butter
tomatoes,spaghetti,,chicken
spaghetti,tomatoes,mineral water,eggs
avocado,,mineral water,eggs
turkey,,,eggs
shrimp,mineral water,chocolate,burgers
shrimp,milk,milk,french wine
tomatoes,low fat yogurt,chocolate,cookies
frozen vegetables,mineral water,,cookies
turkey,tomatoes,pancakes,shrimp
cookies,fresh bread,,milk
grated cheese,,,milk
eggs,burgers,,hot dogs
cookies,,,frozen vegetables
shrimp,,fresh bread,shrimp
parmesan cheese,mushroom cream sauce,pet food,eggs
frozen vegetables,chocolate,whole wheat rice,olive oil
nonfat milk,champagne,,shrimp
frozen vegetables,mushroom cream sauce,strong cheese,meatballs
energy bar,shrimp,spaghetti,spaghetti
burgers,grated cheese,,cookies
mineral water,frozen smoothie,,french fries
burgers,eggs,frozen smoothie,frozen vegetables
grated cheese,frozen vegetables,,green tea
mineral water,mineral water,,fresh tuna
burgers,,green tea,olive oil
cake,cake,,shrimp
french fries,,,avocado
frozen vegetables,,frozen smoothie,mineral water
mineral water,spaghetti,,cookies
cookies,ham,soup,eggs
tomatoes,olive oil,escalope,ham
milk,almonds,chicken,burgers
olive oil,chocolate,,spaghetti
pickles,,escalope,frozen vegetables
burgers,chocolate,,shrimp
spaghetti,tomatoes,salmon,frozen vegetables
low fat yogurt,ground beef,,corn
champagne,cake,yogurt cake,burgers
burgers,spaghetti,,herb & pepper
champagne,avocado,,cookies
milk,whole wheat rice,milk,cookies
herb & pepper,soda,,eggs
spaghetti,vegetables mix,,mineral water
candy bars,red wine,spaghetti,ground beef
frozen vegetables,pancakes,shrimp,milk
burgers,milk,,pepper
turkey,grated cheese,,red wine
frozen vegetables,french fries,mineral water,fresh bread
shrimp,,,chocolate
grated cheese,mineral water,mineral water,ham
french fries,chocolate,yogurt cake,eggs
mineral water,soup,brownies,chocolate
chocolate,chocolate,french fries,eggs
salmon,,escalope,spaghetti
frozen vegetables,,french fries,turkey
ground beef,,,low fat yogurt
red wine,yams,french fries,pepper
frozen vegetables,cooking oil,chocolate,mineral water
mineral water,frozen vegetables,,milk
mineral water,milk,french fries,olive oil
red wine,,cake,salmon
turkey,,mineral water,shrimp
french fries,,,pepper
olive oil,,pepper,burgers
shrimp,,,spaghetti
tomatoes,grated cheese,,turkey
ground beef,frozen vegetables,vegetables mix,pancakes
tomatoes,shrimp,frozen smoothie,eggs
pepper,mineral water,honey,escalope
frozen vegetables,shallot,tomatoes,brownies
spaghetti,whole wheat pasta,chocolate,flax seed
shrimp,soup,milk,cookies
cookies,mineral water,olive oil,ham
ground beef,red wine,chicken,mineral water
frozen vegetables,herb & pepper,frozen smoothie,dessert wine
meatballs,tomatoes,ketchup,turkey
ground beef,spaghetti,chocolate,chocolate
grated cheese,,avocado,turkey
tomatoes,,spaghetti,tomatoes
cookies,eggs,,ground beef
frozen vegetables,chocolate,,tomatoes
grated cheese,,,grated cheese
tomatoes,cake,,spaghetti
eggs,chocolate,,cake
ham,fresh tuna,frozen smoothie,burgers
french fries,mineral water,,fromage blanc
ground beef,cookies,spaghetti,fresh bread
ground beef,frozen vegetables,shrimp,ham
burgers,tomatoes,,cake
chocolate,french fries,,burgers
chocolate bread,escalope,,tomatoes
herb & pepper,,frozen smoothie,salmon
fresh tuna,spaghetti,chocolate,shrimp
eggs,tomatoes,,spaghetti
frozen vegetables,ground beef,oil,turkey
burgers,tomatoes,,burgers
frozen vegetables,fresh bread,,herb & pepper
french fries,soup,,red wine
mineral water,salad,,milk
tomatoes,olive oil,,energy bar
mineral water,spaghetti,,mineral water
ground beef,whole wheat pasta,olive oil,eggs
eggs,,spaghetti,frozen vegetables
chocolate,mineral water,,mineral water
frozen vegetables,mineral water,brownies,french fries
burgers,whole wheat rice,mineral water,turkey
french fries,yogurt cake,chocolate,burgers
eggs,green tea,pepper,fresh bread
frozen vegetables,mint,frozen smoothie,milk
frozen vegetables,vegetables mix,,tomato sauce
butter,yogurt cake,energy drink,burgers
ground beef,,french fries,milk
tomatoes,chicken,milk,grated cheese
mineral water,blueberries,herb & pepper,soup
avocado,olive oil,,turkey
spaghetti,,melons,turkey
grated cheese,frozen vegetables,,soup
turkey,tomatoes,green tea,dessert wine
mineral water,,cake,grated cheese
turkey,cooking oil,,energy drink
olive oil,chocolate,whole wheat pasta,muffins
soup,low fat yogurt,,energy drink
spaghetti,,milk,milk
fresh tuna,french fries,cottage cheese,salmon
mineral water,french fries,olive oil,eggs
mineral water,eggs,pancakes,cake
french fries,french fries,green tea,grated cheese
cooking oil,,,soup
tomatoes,tomatoes,cider,herb & pepper
spaghetti,french fries,,milk
mineral water,ground beef,,chocolate
grated cheese,body spray,honey,protein bar
soup,french fries,gluten free bar,tomatoes
cookies,,avocado,green tea
fresh bread,frozen vegetables,,frozen vegetables
strawberries,,spaghetti,chocolate bread
muffins,pancakes,spaghetti,grated cheese
chocolate,,champagne,fresh bread
dessert wine,,,spaghetti
shrimp,spaghetti,energy bar,milk
chocolate,mint,extra dark chocolate,turkey
shrimp,pancakes,,yogurt cake
chocolate,tomatoes,,burgers
tomatoes,grated cheese,honey,oil
mineral water,honey,eggs,frozen vegetables
red wine,chocolate,tomatoes,shrimp
turkey,ground beef,mineral water,fresh bread
fresh tuna,green tea,olive oil,mineral water
shrimp,whole wheat pasta,,green tea
burgers,french fries,whole weat flour,frozen vegetables
milk,milk,french fries,cookies
chocolate,avocado,,escalope
energy bar,burger sauce,extra dark chocolate,cookies
pepper,pancakes,,mashed potato
escalope,cake,mineral water,eggs
chocolate,green beans,,cake
ground beef,mineral water,,mineral water
burgers,hot dogs,,parmesan cheese
fresh tuna,whole wheat rice,eggplant,mineral water
french fries,salmon,light mayo,milk
chocolate,frozen vegetables,low fat yogurt,ground beef
burgers,,green tea,cake
spaghetti,whole wheat pasta,,cookies
mineral water,,whole wheat rice,burgers
ground beef,mint,,frozen vegetables
chocolate,spaghetti,salt,turkey
frozen vegetables,milk,french fries,eggs
grated cheese,vegetables mix,,turkey
frozen vegetables,chocolate,mineral water,burgers
chocolate,burger sauce,,mineral water
spaghetti,whole wheat pasta,pancakes,mineral water
olive oil,spaghetti,,mineral water
mineral water,milk,,fresh tuna
ground beef,french fries,,mineral water
burgers,honey,,herb & pepper
salmon,cooking oil,eggs,pancakes
herb & pepper,soup,cake,french fries
ground beef,frozen vegetables,mineral water,mineral water
eggs,,olive oil,fresh tuna
cookies,,spaghetti,soup
whole weat flour,escalope,eggs,chocolate
herb & pepper,,honey,meatballs
salmon,,spaghetti,grated cheese
chocolate,parmesan cheese,spaghetti,grated cheese
pancakes,chicken,pickles,turkey
muffins,pepper,,chicken
muffins,herb & pepper,,frozen vegetables
chocolate,,,eggs
burgers,,milk,shrimp
fresh tuna,pancakes,black tea,turkey
shrimp,cake,olive oil,olive oil
mushroom cream sauce,mineral water,,turkey
chocolate,,escalope,burgers
mineral water,chicken,soup,burgers
french wine,,,almonds
tomato juice,yogurt cake,,light mayo
chili,,milk,frozen vegetables
cake,,,tomatoes
pepper,pasta,,shrimp
muffins,,,red wine
tomato sauce,pepper,whole weat flour,spaghetti
shrimp,shrimp,cookies,fresh tuna
honey,,eggs,fresh tuna
tomatoes,avocado,,chocolate
champagne,spaghetti,,fresh bread
muffins,cereals,milk,herb & pepper
mint,tomatoes,spaghetti,turkey
herb & pepper,milk,,ham
cookies,milk,pet food,mineral water
cereals,mineral water,,burgers
olive oil,spinach,mineral water,burgers
green tea,mineral water,,eggs
whole wheat pasta,grated cheese,,ground beef
mineral water,cooking oil,,burgers
ground beef,strawberries,ground beef,burgers
grated cheese,energy drink,,ham
burgers,cookies,,burgers
chocolate,pepper,,shrimp
muffins,french fries,shrimp,pancakes
whole wheat pasta,frozen vegetables,,green tea
escalope,pancakes,spaghetti,burgers
grated cheese,shrimp,,herb & pepper
muffins,cooking oil,body spray,whole wheat pasta
soup,avocado,french fries,vegetables mix
burgers,mineral water,green grapes,herb & pepper
eggs,cookies,french fries,burgers
spaghetti,cake,spaghetti,eggs
spaghetti,milk,,turkey
ground beef,,spaghetti,burgers
spaghetti,whole wheat rice,pancakes,tomatoes
cake,ground beef,spaghetti,parmesan cheese
spaghetti,pancakes,,gluten free bar
spaghetti,mineral water,,green tea
shrimp,cookies,,french fries
honey,chocolate,spaghetti,escalope
shrimp,ground beef,,chocolate
mineral water,eggs,,frozen smoothie
pancakes,,mineral water,ham
shrimp,milk,,tomatoes
spaghetti,mineral water,frozen vegetables,spaghetti
ground beef,,,turkey
burgers,french fries,tomatoes,cottage cheese
tomatoes,muffins,,frozen vegetables
frozen vegetables,bacon,,mineral water
grated cheese,frozen vegetables,energy bar,cookies
mineral water,tomatoes,salmon,cookies
barbecue sauce,meatballs,chocolate,spaghetti
shrimp,,tomatoes,french fries
mineral water,chicken,vegetables mix,eggs
ground beef,eggs,,eggs
shrimp,escalope,muffins,avocado
butter,mineral water,chocolate,cookies
french fries,french fries,fresh bread,chocolate
frozen vegetables,spaghetti,pancakes,mineral water
green tea,french wine,mineral water,cookies
escalope,french fries,shrimp,green tea
herb & pepper,frozen smoothie,low fat yogurt,french fries
tomatoes,whole weat flour,mineral water,herb & pepper
ground beef,pepper,soup,cider
chocolate,tomatoes,pepper,shrimp
chocolate,cake,frozen vegetables,cookies
light cream,cookies,,eggs
tomatoes,mineral water,brownies,tomatoes
mineral water,escalope,,tomatoes
turkey,honey,cake,pancakes
cookies,mineral water,milk,burgers
mineral water,,eggplant,tomatoes
cookies,spaghetti,green tea,spaghetti
meatballs,tomatoes,strong cheese,avocado
cooking oil,chocolate,,turkey
mineral water,eggs,almonds,shrimp
cookies,,mineral water,shrimp
hot dogs,,,tomatoes
ground beef,,,frozen vegetables
burgers,mineral water,milk,turkey
whole wheat rice,eggs,,cookies
spaghetti,spaghetti,ham,grated cheese
fresh tuna,mineral water,strong cheese,eggs
pancakes,herb & pepper,,cookies
burgers,mineral water,,shrimp
ground beef,cereals,tomato sauce,parmesan cheese
spaghetti,burgers,frozen vegetables,frozen vegetables
shrimp,herb & pepper,,nonfat milk
grated cheese,fresh tuna,cooking oil,frozen vegetables
spaghetti,french fries,french fries,energy bar
chocolate,cookies,french wine,burgers
tomatoes,,meatballs,mineral water
whole wheat pasta,mineral water,whole wheat rice,burgers
mineral water,pepper,escalope,grated cheese
chocolate,pepper,,mineral water
grated cheese,french fries,olive oil,burgers
mineral water,mineral water,champagne,cake
grated cheese,mineral water,,french fries
cereals,,mineral water,frozen vegetables
pickles,escalope,,mineral water
whole wheat rice,shrimp,,cookies
whole wheat pasta,,mineral water,tomatoes
fresh tuna,frozen smoothie,,milk
cake,,brownies,olive oil
burgers,honey,french wine,pickles
mineral water,french fries,,burgers
escalope,pancakes,yogurt cake,spaghetti
mineral water,,shrimp,low fat yogurt
burgers,cider,,champagne
french fries,spaghetti,olive oil,burgers
fresh tuna,parmesan cheese,salmon,champagne
escalope,,,milk
burgers,gums,almonds,herb & pepper
burgers,,ground beef,spaghetti
burgers,spaghetti,,candy bars
grated cheese,,,frozen vegetables
ground beef,champagne,milk,burgers
shrimp,spaghetti,tomatoes,turkey
spaghetti,herb & pepper,,frozen vegetables
mineral water,,spaghetti,shrimp
milk,eggs,,grated cheese
butter,spinach,,french fries
shrimp,herb & pepper,spaghetti,mineral water
shrimp,escalope,,chocolate
mineral water,pepper,rice,salmon
cookies,,mineral water,frozen vegetables
eggs,french fries,honey,ground beef
burgers,burger sauce,eggs,red wine
nonfat milk,soup,light mayo,frozen vegetables
spaghetti,avocado,,mineral water
eggs,burgers,,mineral water
frozen vegetables,mashed potato,,red wine
meatballs,ham,escalope,turkey
cake,chicken,,french fries
cider,red wine,olive oil,olive oil
eggs,milk,milk,shrimp
turkey,,,tomatoes
turkey,,avocado,ground beef
flax seed,red wine,,tomatoes
eggs,,hot dogs,pepper
turkey,cake,champagne,frozen vegetables
eggs,tomatoes,,spaghetti
eggs,eggs,avocado,shrimp
spaghetti,grated cheese,,cookies
green tea,babies food,tomatoes,ground beef
tomatoes,shrimp,mineral water,frozen vegetables
shrimp,tea,shallot,meatballs
light cream,low fat yogurt,oil,ground beef
turkey,frozen vegetables,,grated cheese
french fries,tomato sauce,,tomatoes
french fries,soda,french wine,cookies
ground beef,frozen vegetables,,frozen vegetables
grated cheese,energy bar,rice,grated cheese
salmon,fresh bread,mineral water,tomatoes
frozen vegetables,mineral water,,eggs
shrimp,eggs,magazines,ham
turkey,olive oil,salmon,french fries
spaghetti,energy bar,,ground beef
whole weat flour,spaghetti,eggs,ground beef
turkey,herb & pepper,frozen vegetables,burgers
grated cheese,frozen smoothie,cake,chocolate
burgers,red wine,,chocolate bread
tomatoes,mineral water,,herb & pepper
escalope,ground beef,olive oil,fresh tuna
energy bar,shrimp,spaghetti,eggs
dessert wine,,,frozen vegetables
turkey,french fries,spaghetti,burgers
whole wheat pasta,mint green tea,,frozen vegetables
soup,mineral water,frozen smoothie,french fries
burgers,mineral water,whole wheat rice,mineral water
pepper,cake,chocolate,tomatoes
french fries,french wine,,mineral water
french fries,olive oil,,ground beef
chocolate,olive oil,,eggs
chicken,ground beef,ground beef,chocolate
chocolate,pepper,ground beef,frozen vegetables
pancakes,,mineral water,burgers
chicken,,milk,french fries
mineral water,soup,,eggs
mineral water,french fries,eggs,frozen vegetables
frozen smoothie,whole wheat rice,,frozen vegetables
pepper,dessert wine,,butter
frozen vegetables,,,ground beef
frozen vegetables,,french fries,tomatoes
cake,red wine,light cream,mineral water
red wine,burgers,ground beef,avocado
turkey,,chocolate,spaghetti
frozen vegetables,honey,,grated cheese
chocolate,eggs,chicken,turkey
eggs,burgers,spaghetti,mineral water
frozen vegetables,soup,ham,turkey
grated cheese,chocolate,chocolate,olive oil
mineral water,chocolate,,soup
red wine,,,spaghetti
turkey,milk,spaghetti,fresh tuna
burgers,chocolate,tomato juice,mineral water
spaghetti,,chocolate,mineral water
fresh tuna,ground beef,tomatoes,french fries
escalope,,french fries,cooking oil
tomatoes,eggs,cider,tomatoes
rice,spaghetti,,spaghetti
tomatoes,,,mineral water
grated cheese,cookies,green tea,grated cheese
turkey,chocolate,,soup
eggs,,,cookies
burgers,pancakes,mineral water,fresh bread
frozen vegetables,fresh tuna,olive oil,strawberries
chocolate,frozen smoothie,,muffins
mineral water,mineral water,salmon,chocolate
fresh tuna,milk,,dessert wine
french fries,cereals,,shrimp
chocolate,milk,pancakes,chocolate
cookies,herb & pepper,,shrimp
tomatoes,tomatoes,whole wheat pasta,chocolate
frozen vegetables,cake,oil,tomatoes
pancakes,spaghetti,,mineral water
ham,fresh tuna,,red wine
shrimp,,escalope,turkey
burgers,tomato sauce,fresh bread,fresh tuna
eggs,fresh bread,bug spray,shrimp
eggs,green tea,eggs,burgers
ham,tomatoes,french fries,milk
ground beef,yogurt cake,chocolate,chocolate
frozen vegetables,cake,escalope,energy bar
shrimp,frozen vegetables,chocolate,pepper
mineral water,muffins,,escalope
cooking oil,black tea,,chocolate
red wine,olive oil,,ground beef
avocado,gluten free bar,spaghetti,burgers
herb & pepper,french fries,tomato sauce,fresh tuna
spaghetti,tomato juice,escalope,french fries
frozen vegetables,french fries,spaghetti,chocolate
chocolate,energy drink,,burgers
whole wheat rice,spaghetti,whole wheat rice,spaghetti
burgers,meatballs,,mineral water
red wine,,,ground beef
grated cheese,spaghetti,energy drink,chocolate
burgers,eggs,cookies,frozen vegetables
french fries,green grapes,cottage cheese,grated cheese
whole weat flour,almonds,,frozen vegetables
cake,brownies,,chocolate
spaghetti,frozen vegetables,,spaghetti
ground beef,,mineral water,olive oil
olive oil,shrimp,eggs,mineral water
mineral water,spaghetti,,ground beef
mineral water,escalope,shrimp,burgers
spaghetti,milk,,salmon
grated cheese,chocolate,,herb & pepper
tomatoes,,,ground beef
escalope,milk,,eggs
spaghetti,honey,chocolate,cookies
mineral water,light cream,chocolate,whole weat flour
cake,spaghetti,soup,herb & pepper
burgers,,frozen vegetables,salmon
burgers,tomato juice,,chocolate
hot dogs,mineral water,spaghetti,pancakes
avocado,,tomatoes,muffins
grated cheese,milk,spinach,muffins
turkey,shrimp,,chocolate
chocolate,eggs,,burgers
spaghetti,,,fresh tuna
dessert wine,,french fries,shrimp
turkey,milk,pancakes,mushroom cream sauce
mineral water,burgers,spaghetti,chocolate
turkey,,,mineral water
ground beef,tomato sauce,french fries,french wine
french fries,energy drink,,tomato juice
chocolate,frozen vegetables,,chili
cereals,eggs,red wine,cake
strawberries,energy bar,chocolate,pepper
whole wheat pasta,cake,,muffins
spaghetti,cake,spaghetti,tomato sauce
milk,,meatballs,shrimp
frozen vegetables,shrimp,light cream,honey
mineral water,herb & pepper,eggs,tomatoes
soup,spaghetti,,champagne
mineral water,mineral water,,muffins
chocolate,eggs,pepper,mint
french fries,milk,,herb & pepper
burgers,yogurt cake,fresh bread,cookies
oil,,spaghetti,cereals
red wine,,,olive oil
pepper,eggs,,green tea
grated cheese,energy bar,,whole wheat pasta
tomatoes,whole wheat pasta,chocolate,mineral water
grated cheese,cereals,,ground beef
shrimp,fromage blanc,cookies,grated cheese
milk,eggs,green tea,burgers
turkey,ground beef,escalope,chocolate
turkey,burgers,honey,muffins
whole wheat rice,tomatoes,spaghetti,whole wheat pasta
ground beef,,milk,escalope
salt,,,grated cheese
milk,ground beef,cookies,muffins
burgers,salt,,soup
chocolate bread,cooking oil,cider,burgers
whole wheat rice,frozen vegetables,,eggs
shrimp,eggs,mineral water,spaghetti
chicken,grated cheese,eggs,spaghetti
energy bar,soup,,ground beef
soup,,chocolate,spaghetti
muffins,eggs,olive oil,cake
french wine,toothpaste,,spaghetti
protein bar,red wine,honey,spaghetti
chocolate,spaghetti,,shrimp
french fries,milk,green tea,honey
tomatoes,eggs,honey,shrimp
mineral water,fromage blanc,magazines,mineral water
brownies,,french wine,pancakes
burgers,cookies,,shrimp
energy bar,meatballs,pancakes,spaghetti
muffins,,olive oil,ground beef
chocolate,grated cheese,cake,burgers
energy bar,light cream,,tomatoes
turkey,chocolate,,frozen vegetables
protein bar,,green grapes,grated cheese
burgers,french fries,muffins,mineral water
chocolate,eggs,frozen smoothie,barbecue sauce
milk,eggs,french wine,shrimp
mineral water,chocolate,green tea,mineral water
milk,cake,,ground beef
olive oil,green tea,champagne,shrimp
mineral water,chocolate,chocolate,butter
mineral water,cooking oil,,french fries
shrimp,milk,,frozen vegetables
grated cheese,green tea,,green tea
energy bar,,,escalope
butter,ground beef,,herb & pepper
herb & pepper,ground beef,,tomatoes
spaghetti,whole wheat rice,,ground beef
mineral water,shrimp,,chocolate
turkey,frozen smoothie,spaghetti,chocolate
milk,chocolate,energy bar,light cream
cookies,chocolate,,tomatoes
cookies,,red wine,mineral water
spaghetti,french fries,salmon,turkey
turkey,eggs,,cookies
cookies,frozen smoothie,mineral water,mineral water
grated cheese,,,cookies
pancakes,frozen smoothie,frozen vegetables,meatballs
shrimp,french fries,chicken,cooking oil
cider,herb & pepper,eggs,mineral water
mineral water,butter,whole wheat rice,cookies
mineral water,french fries,gluten free bar,hot dogs
mineral water,herb & pepper,cake,ground beef
tomato juice,cookies,mineral water,burgers
herb & pepper,,,whole wheat rice
ham,,light mayo,spaghetti
herb & pepper,,mineral water,fresh tuna
tomatoes,mineral water,,pancakes
spaghetti,eggs,eggs,burgers
red wine,mineral water,chocolate,ground beef
eggs,red wine,low fat yogurt,spaghetti
mint green tea,,chocolate,shrimp
cookies,ground beef,pepper,grated cheese
grated cheese,frozen vegetables,,spaghetti
grated cheese,milk,cake,chocolate
frozen vegetables,spaghetti,butter,tomatoes
mineral water,,herb & pepper,whole wheat pasta
energy bar,,mineral water,mineral water
tomatoes,grated cheese,,chocolate
tomatoes,nonfat milk,tomatoes,grated cheese
turkey,shrimp,cake,mineral water
burgers,eggs,,grated cheese
cottage cheese,eggs,frozen vegetables,cereals
chocolate,mineral water,,pickles
herb & pepper,spaghetti,french wine,whole wheat rice
pancakes,ham,,whole wheat pasta
oil,cooking oil,ground beef,fresh tuna
ham,spaghetti,low fat yogurt,cake
fromage blanc,frozen vegetables,whole wheat rice,burgers
burgers,ground beef,french fries,mineral water
shrimp,milk,butter,escalope
salmon,pancakes,mineral water,mineral water
burgers,,,burgers
cake,,milk,french fries
grated cheese,ground beef,,fresh tuna
whole wheat pasta,cider,flax seed,escalope
mineral water,tomato juice,,burgers
fresh tuna,tomato sauce,salmon,burgers
yams,pancakes,ground beef,burgers
yams,,mushroom cream sauce,grated cheese
eggs,,pancakes,ground beef
mineral water,cereals,,shrimp
mineral water,salmon,mineral water,spaghetti
burgers,cake,,mineral water
honey,champagne,,milk
eggs,tea,chocolate,butter
chocolate,soup,milk,shrimp
spaghetti,tomatoes,,shrimp
turkey,mineral water,eggs,mineral water
turkey,light mayo,,cookies
turkey,french fries,,eggs
eggs,brownies,mineral water,burgers
burgers,milk,,nonfat milk
whole wheat rice,light mayo,whole wheat rice,spaghetti
butter,ground beef,,eggs
tomatoes,mineral water,,frozen vegetables
mineral water,,,meatballs
fromage blanc,milk,ham,cake
red wine,frozen vegetables,,cider
herb & pepper,,shallot,eggs
mineral water,olive oil,,turkey
red wine,,mineral water,turkey
rice,pasta,eggs,flax seed
frozen vegetables,chicken,,eggs
mineral water,oil,milk,turkey
burgers,tomatoes,,eggs
eggs,,mineral water,eggs
almonds,whole wheat rice,,spaghetti
eggs,mineral water,spaghetti,green tea
burgers,milk,,tomatoes
cake,,yogurt cake,shrimp
eggs,,milk,light cream
grated cheese,almonds,eggs,turkey
spaghetti,nonfat milk,spaghetti,french fries
pancakes,tea,,french fries
fresh tuna,olive oil,,ground beef
french fries,mineral water,,grated cheese
yogurt cake,,ground beef,salmon
grated cheese,eggs,,frozen vegetables
spaghetti,mineral water,candy bars,shrimp
pepper,green tea,tomatoes,turkey
frozen vegetables,cake,,spaghetti
tomatoes,oil,tomatoes,whole weat flour
burgers,eggs,whole wheat rice,turkey
eggs,candy bars,,grated cheese
red wine,,,burgers
shrimp,,shrimp,tomatoes
mineral water,,escalope,escalope
ground beef,tomatoes,,energy bar
strawberries,milk,cake,dessert wine
barbecue sauce,,escalope,turkey
burgers,herb & pepper,,whole wheat pasta
vegetables mix,tomatoes,low fat yogurt,soup
burgers,,mineral water,burgers
cider,shrimp,light mayo,pepper
burgers,cookies,,french fries
tomato sauce,shrimp,salmon,french fries
frozen vegetables,pancakes,mineral water,chocolate
turkey,milk,,chicken
pancakes,pancakes,eggs,chocolate
burgers,soda,,pancakes
shrimp,milk,chicken,chicken
tomatoes,frozen vegetables,pancakes,mineral water
pepper,green tea,pepper,mineral water
turkey,honey,eggs,frozen smoothie
green tea,spaghetti,cake,pepper
escalope,,french fries,frozen vegetables
turkey,cider,mineral water,frozen vegetables
mineral water,burgers,,cake
french fries,french fries,,red wine
herb & pepper,energy bar,eggs,turkey
chocolate,herb & pepper,strong cheese,frozen vegetables
burgers,fresh bread,spaghetti,chocolate
muffins,honey,,eggs
frozen vegetables,mineral water,mineral water,frozen vegetables
mineral water,grated cheese,avocado,grated cheese
milk,tomatoes,frozen vegetables,mineral water
tomato sauce,spaghetti,mineral water,red wine
mineral water,frozen vegetables,cereals,turkey
ham,eggs,,burgers
turkey,,,spaghetti
shrimp,shrimp,,fresh tuna
cookies,,cake,escalope
chocolate,chocolate,spaghetti,tomatoes
milk,,,rice
herb & pepper,frozen vegetables,champagne,tomatoes
olive oil,champagne,mineral water,grated cheese
tomatoes,pancakes,brownies,turkey
turkey,avocado,eggs,eggs
french fries,tomatoes,frozen smoothie,burgers
tomatoes,spaghetti,,frozen vegetables
shrimp,low fat yogurt,,chocolate
mineral water,spaghetti,cake,mineral water
burgers,,mineral water,fresh tuna
french fries,ground beef,,french fries
ground beef,,,chocolate
spaghetti,spaghetti,,cookies
chocolate,frozen vegetables,low fat yogurt,tomatoes
burgers,champagne,white wine,frozen vegetables
chocolate,muffins,herb & pepper,pancakes
mineral water,olive oil,salt,ham
spaghetti,ground beef,,shrimp
mineral water,,butter,burgers
honey,,ground beef,eggs
grated cheese,french wine,whole wheat pasta,eggs
olive oil,spaghetti,,ham
milk,champagne,mineral water,ground beef
meatballs,vegetables mix,,frozen vegetables
milk,milk,,shrimp
spaghetti,frozen smoothie,cookies,mineral water
cake,tomato sauce,milk,cooking oil
milk,,,red wine
shrimp,soup,cooking oil,avocado
flax seed,,,herb & pepper
ground beef,,,spaghetti
spaghetti,frozen vegetables,,frozen vegetables
shrimp,eggs,,chocolate
turkey,shrimp,,whole wheat rice
burgers,french fries,honey,burgers
spaghetti,,frozen vegetables,red wine
tomato sauce,shrimp,,grated cheese
fresh tuna,butter,pepper,burgers
ground beef,,,french fries
french fries,chocolate,honey,whole weat flour
burgers,,energy drink,cake
turkey,shrimp,eggs,spaghetti
chocolate,honey,cooking oil,ground beef
ham,shrimp,milk,olive oil
chicken,,,mineral water
chocolate,french fries,candy bars,mineral water
butter,mineral water,,spaghetti
herb & pepper,spaghetti,mushroom cream sauce,grated cheese
fresh tuna,ground beef,,tomatoes
eggs,,tomatoes,escalope
shrimp,,eggs,spaghetti
shrimp,,,mineral water
cereals,shrimp,,cake
french wine,mineral water,whole wheat rice,burgers
turkey,chicken,spaghetti,burgers
escalope,red wine,,hot dogs
milk,,,avocado
turkey,fresh tuna,frozen vegetables,grated cheese
eggs,honey,low fat yogurt,turkey
mineral water,,shrimp,chocolate
ham,,,spaghetti
soup,herb & pepper,,dessert wine
energy bar,barbecue sauce,french fries,turkey
turkey,,,mineral water
burgers,eggs,,turkey
burgers,eggs,,ground beef
ham,,herb & pepper,french fries
burgers,chicken,,chocolate
mineral water,tomatoes,french fries,cereals
cookies,cake,ground beef,strawberries
turkey,eggs,pancakes,whole wheat pasta
cottage cheese,french wine,muffins,spaghetti
grated cheese,ground beef,escalope,milk
escalope,french fries,champagne,frozen vegetables
grated cheese,milk,champagne,mineral water
chocolate,,,soup
mineral water,eggs,cooking oil,mineral water
soup,mineral water,cream,chocolate
frozen vegetables,herb & pepper,oil,french fries
tomatoes,mineral water,,burgers
mineral water,milk,eggs,oil
shrimp,eggs,,red wine
cookies,tomatoes,spaghetti,pepper
tomatoes,,salmon,grated cheese
candy bars,eggplant,tomatoes,tomatoes
ground beef,black tea,,grated cheese
turkey,spaghetti,,shrimp
milk,red wine,,milk
butter,,flax seed,turkey
mineral water,spaghetti,,turkey
ham,soup,cake,whole wheat rice
grated cheese,red wine,,ground beef
green tea,tomatoes,mineral water,salt
black tea,mineral water,cooking oil,milk
burgers,,,burgers
pickles,,tomato sauce,chocolate bread
mineral water,,spaghetti,whole wheat rice
soup,eggs,escalope,shrimp
green tea,pepper,pancakes,chicken
frozen vegetables,,,energy bar
french fries,chocolate,,soup
mineral water,frozen vegetables,tomatoes,muffins
escalope,french fries,,french wine
oil,salmon,,protein bar
